user_id,date,agent,uses
user23@sample.invalid,2026-09-03,Knowledge assistant,1
user23@sample.invalid,2026-09-04,Drafting assistant,2
user24@sample.invalid,2026-07-24,Meeting summarizer,1
user24@sample.invalid,2026-07-31,CRM assistant,2
user24@sample.invalid,2026-08-03,Meeting summarizer,1
user24@sample.invalid,2026-08-04,CRM assistant,1
user24@sample.invalid,2026-08-05,CRM assistant,1
user24@sample.invalid,2026-08-07,CRM assistant,1
user24@sample.invalid,2026-08-10,CRM assistant,1
user24@sample.invalid,2026-08-11,CRM assistant,1
user24@sample.invalid,2026-08-13,CRM assistant,1
user24@sample.invalid,2026-08-14,Meeting summarizer,1
user24@sample.invalid,2026-08-17,Knowledge assistant,1
user24@sample.invalid,2026-08-19,Knowledge assistant,2
user24@sample.invalid,2026-08-20,CRM assistant,1
user24@sample.invalid,2026-08-21,Meeting summarizer,2
user24@sample.invalid,2026-08-24,Meeting summarizer,2
user24@sample.invalid,2026-08-25,Knowledge assistant,1
user24@sample.invalid,2026-08-26,Meeting summarizer,2
user24@sample.invalid,2026-08-27,Meeting summarizer,1
user24@sample.invalid,2026-08-31,Meeting summarizer,1
user24@sample.invalid,2026-09-01,CRM assistant,1
user24@sample.invalid,2026-09-02,CRM assistant,1
user24@sample.invalid,2026-09-03,Knowledge assistant,1
user24@sample.invalid,2026-09-04,Meeting summarizer,1
user25@sample.invalid,2026-07-29,Drafting assistant,2
user25@sample.invalid,2026-08-04,Knowledge assistant,1
user25@sample.invalid,2026-08-11,Drafting assistant,1
user25@sample.invalid,2026-08-12,CRM assistant,1
user25@sample.invalid,2026-08-13,CRM assistant,1
user25@sample.invalid,2026-08-14,Knowledge assistant,1
user25@sample.invalid,2026-08-17,CRM assistant,1
user25@sample.invalid,2026-08-18,Knowledge assistant,1
user25@sample.invalid,2026-08-19,CRM assistant,2
user25@sample.invalid,2026-08-20,Drafting assistant,1
user25@sample.invalid,2026-08-21,Knowledge assistant,1
user25@sample.invalid,2026-08-24,Knowledge assistant,1
user25@sample.invalid,2026-08-25,Drafting assistant,1
user25@sample.invalid,2026-08-26,Knowledge assistant,1
user25@sample.invalid,2026-08-27,CRM assistant,1
user25@sample.invalid,2026-08-28,Knowledge assistant,1
user25@sample.invalid,2026-08-31,Drafting assistant,1
user25@sample.invalid,2026-09-01,CRM assistant,2
user25@sample.invalid,2026-09-02,Drafting assistant,1
user25@sample.invalid,2026-09-03,Drafting assistant,1
user25@sample.invalid,2026-09-04,CRM assistant,1
user26@sample.invalid,2026-07-20,Data explainer,1
user26@sample.invalid,2026-07-21,Drafting assistant,1
user26@sample.invalid,2026-07-24,Data explainer,1
user26@sample.invalid,2026-07-29,Drafting assistant,2
user26@sample.invalid,2026-07-30,Meeting summarizer,1
user26@sample.invalid,2026-07-31,Data explainer,1
user26@sample.invalid,2026-08-03,Meeting summarizer,1
user26@sample.invalid,2026-08-05,Meeting summarizer,2
user26@sample.invalid,2026-08-07,Drafting assistant,1
user26@sample.invalid,2026-08-10,Drafting assistant,2
user26@sample.invalid,2026-08-11,Drafting assistant,1
user26@sample.invalid,2026-08-12,Data explainer,1
user26@sample.invalid,2026-08-13,Data explainer,1
user26@sample.invalid,2026-08-14,Data explainer,1
user26@sample.invalid,2026-08-17,Drafting assistant,2
user26@sample.invalid,2026-08-18,Meeting summarizer,1
user26@sample.invalid,2026-08-19,Meeting summarizer,1
user26@sample.invalid,2026-08-20,Data explainer,1
user26@sample.invalid,2026-08-21,Data explainer,1
user26@sample.invalid,2026-08-24,Meeting summarizer,1
user26@sample.invalid,2026-08-27,Data explainer,1
user26@sample.invalid,2026-08-28,Drafting assistant,2
user26@sample.invalid,2026-08-31,Drafting assistant,1
user26@sample.invalid,2026-09-01,Drafting assistant,1
user26@sample.invalid,2026-09-03,Drafting assistant,1
user26@sample.invalid,2026-09-04,Drafting assistant,1
user27@sample.invalid,2026-07-30,Roleplay coach,1
user27@sample.invalid,2026-08-03,Roleplay coach,1
user27@sample.invalid,2026-08-14,Roleplay coach,1
user27@sample.invalid,2026-09-01,Roleplay coach,1
user27@sample.invalid,2026-09-02,Roleplay coach,1
user28@sample.invalid,2026-07-14,Meeting summarizer,1
user28@sample.invalid,2026-07-22,Meeting summarizer,2
user28@sample.invalid,2026-07-31,Meeting summarizer,1
user28@sample.invalid,2026-08-07,Meeting summarizer,1
user28@sample.invalid,2026-08-11,Meeting summarizer,1
user28@sample.invalid,2026-08-14,Meeting summarizer,1
user28@sample.invalid,2026-08-27,Meeting summarizer,1
user28@sample.invalid,2026-08-28,Meeting summarizer,2
user28@sample.invalid,2026-08-31,Meeting summarizer,2
user28@sample.invalid,2026-09-01,Meeting summarizer,1
user29@sample.invalid,2026-07-23,Drafting assistant,1
user29@sample.invalid,2026-07-27,CRM assistant,1
user29@sample.invalid,2026-07-29,CRM assistant,1
user29@sample.invalid,2026-07-30,Drafting assistant,1
user29@sample.invalid,2026-08-03,CRM assistant,1
user29@sample.invalid,2026-08-04,CRM assistant,2
user29@sample.invalid,2026-08-06,Drafting assistant,2
user29@sample.invalid,2026-08-07,Drafting assistant,1
user29@sample.invalid,2026-08-11,Drafting assistant,1
user29@sample.invalid,2026-08-12,CRM assistant,1
user29@sample.invalid,2026-08-14,CRM assistant,2
user29@sample.invalid,2026-08-21,CRM assistant,1
user30@sample.invalid,2026-07-17,Drafting assistant,1
user30@sample.invalid,2026-07-20,Drafting assistant,2
user30@sample.invalid,2026-07-24,Drafting assistant,1
user30@sample.invalid,2026-07-29,Roleplay coach,1
user30@sample.invalid,2026-07-31,Roleplay coach,1
user30@sample.invalid,2026-08-04,Roleplay coach,1
user30@sample.invalid,2026-08-05,Drafting assistant,1
user30@sample.invalid,2026-08-07,Roleplay coach,1
user30@sample.invalid,2026-08-11,Roleplay coach,1
user30@sample.invalid,2026-08-18,Roleplay coach,1
user30@sample.invalid,2026-08-19,Drafting assistant,2
user30@sample.invalid,2026-09-04,Drafting assistant,1
user31@sample.invalid,2026-07-23,CRM assistant,2
user31@sample.invalid,2026-07-28,Knowledge assistant,1
user31@sample.invalid,2026-08-03,CRM assistant,2
user31@sample.invalid,2026-08-06,CRM assistant,1
user31@sample.invalid,2026-08-07,Drafting assistant,2
user31@sample.invalid,2026-08-11,Knowledge assistant,1
user31@sample.invalid,2026-08-13,Drafting assistant,1
user31@sample.invalid,2026-08-14,Drafting assistant,1
user31@sample.invalid,2026-08-18,Knowledge assistant,1
user31@sample.invalid,2026-08-19,Drafting assistant,1
user31@sample.invalid,2026-08-20,Drafting assistant,1
user31@sample.invalid,2026-08-21,Drafting assistant,1
user31@sample.invalid,2026-08-24,Drafting assistant,1
user31@sample.invalid,2026-08-25,CRM assistant,1
user31@sample.invalid,2026-08-26,Knowledge assistant,1
user31@sample.invalid,2026-08-27,Drafting assistant,2
user31@sample.invalid,2026-08-28,CRM assistant,1
user31@sample.invalid,2026-08-31,Drafting assistant,2
user31@sample.invalid,2026-09-01,Drafting assistant,1
user31@sample.invalid,2026-09-02,Knowledge assistant,1
user31@sample.invalid,2026-09-03,Drafting assistant,2
user32@sample.invalid,2026-07-21,Knowledge assistant,2
user32@sample.invalid,2026-07-24,Knowledge assistant,1
user32@sample.invalid,2026-07-28,Drafting assistant,2
user32@sample.invalid,2026-07-29,Drafting assistant,2
user32@sample.invalid,2026-07-30,Drafting assistant,1
user32@sample.invalid,2026-08-03,CRM assistant,1
user32@sample.invalid,2026-08-05,Knowledge assistant,1
user32@sample.invalid,2026-08-06,CRM assistant,1
user32@sample.invalid,2026-08-11,CRM assistant,1
user32@sample.invalid,2026-08-13,Knowledge assistant,1
user32@sample.invalid,2026-08-17,Knowledge assistant,1
user32@sample.invalid,2026-08-18,Drafting assistant,2
user32@sample.invalid,2026-08-19,Knowledge assistant,1
user32@sample.invalid,2026-08-20,CRM assistant,1
user32@sample.invalid,2026-08-21,Knowledge assistant,2
user32@sample.invalid,2026-08-24,Drafting assistant,2
user32@sample.invalid,2026-08-27,Drafting assistant,2
user32@sample.invalid,2026-08-28,Drafting assistant,1
user32@sample.invalid,2026-08-31,Drafting assistant,1
user32@sample.invalid,2026-09-01,Knowledge assistant,1
user32@sample.invalid,2026-09-03,CRM assistant,1
user32@sample.invalid,2026-09-04,Drafting assistant,2
user33@sample.invalid,2026-07-17,Roleplay coach,1
user33@sample.invalid,2026-07-28,Roleplay coach,1
user33@sample.invalid,2026-08-19,Roleplay coach,2
user33@sample.invalid,2026-08-28,Roleplay coach,2
user33@sample.invalid,2026-08-31,Roleplay coach,1
user34@sample.invalid,2026-07-16,CRM assistant,1
user34@sample.invalid,2026-07-30,CRM assistant,1
user34@sample.invalid,2026-08-05,CRM assistant,1
user34@sample.invalid,2026-08-07,CRM assistant,2
user34@sample.invalid,2026-08-11,CRM assistant,1
user34@sample.invalid,2026-08-17,CRM assistant,2
user34@sample.invalid,2026-08-19,CRM assistant,1
user34@sample.invalid,2026-08-24,CRM assistant,2
user34@sample.invalid,2026-08-27,CRM assistant,1
user34@sample.invalid,2026-08-28,CRM assistant,1
user35@sample.invalid,2026-07-20,Knowledge assistant,2
user35@sample.invalid,2026-07-22,Knowledge assistant,1
user35@sample.invalid,2026-07-23,Data explainer,2
user35@sample.invalid,2026-07-27,Knowledge assistant,2
user35@sample.invalid,2026-07-28,Knowledge assistant,2
user35@sample.invalid,2026-07-30,Data explainer,1
user35@sample.invalid,2026-07-31,Data explainer,1
user35@sample.invalid,2026-08-04,Knowledge assistant,1
user35@sample.invalid,2026-08-06,Data explainer,1
user35@sample.invalid,2026-08-07,Knowledge assistant,1
user35@sample.invalid,2026-08-10,Data explainer,2
user35@sample.invalid,2026-08-11,Knowledge assistant,2
user35@sample.invalid,2026-08-12,Knowledge assistant,2
user35@sample.invalid,2026-08-13,Knowledge assistant,1
user35@sample.invalid,2026-08-14,Data explainer,2
user35@sample.invalid,2026-08-19,Data explainer,1
user35@sample.invalid,2026-08-20,Knowledge assistant,1
user35@sample.invalid,2026-08-21,Knowledge assistant,1
